,Unnamed: 0,id,dex_id,name,image,primary_type,secondary_type,is_mega,Description
130,130,131,97,Hypno,https://projectpokemon.org/images/normal-sprite/hypno.gif,Psychic,,0,Avoid eye contact if you come across one. It will try to put you to sleep by using its pendulum.
131,131,132,98,Krabby,https://projectpokemon.org/images/normal-sprite/krabby.gif,Water,,0,It can be found near the sea. The large pincers grow back if they are torn out of their sockets.
132,132,133,99,Kingler,https://projectpokemon.org/images/normal-sprite/kingler.gif,Water,,0,"Its large and hard pincer has 10,000-horsepower strength. However, being so big, it is unwieldy to move."
133,133,134,100,Voltorb,https://projectpokemon.org/images/normal-sprite/voltorb.gif,Electric,,0,It is said to camouflage itself as a Poké Ball. It will self-destruct with very little stimulus.
134,134,135,100,Hisuian Voltorb,,Electric,Grass,1,
135,135,136,101,Electrode,https://projectpokemon.org/images/normal-sprite/electrode.gif,Electric,,0,Stores electrical energy inside its body. Even the slightest shock could trigger a huge explosion.
136,136,137,101,Hisuian Electrode,,Electric,Grass,1,
137,137,138,102,Exeggcute,https://projectpokemon.org/images/normal-sprite/exeggcute.gif,Grass,Psychic,0,"Though it may look like it’s just a bunch of eggs, it’s a proper Pokémon. Exeggcute communicates with others of its kind via telepathy, apparently."
138,138,139,103,Exeggutor,https://projectpokemon.org/images/normal-sprite/exeggutor.gif,Grass,Psychic,0,Each of Exeggutor’s three heads is thinking different thoughts. The three don’t seem to be very interested in one another.
139,139,140,103,Alolan Exeggutor,,Grass,Dragon,1,
140,140,141,104,Cubone,https://projectpokemon.org/images/normal-sprite/cubone.gif,Ground,,0,"When the memory of its departed mother brings it to tears, its cries echo mournfully within the skull it wears on its head."
141,141,142,105,Marowak,https://projectpokemon.org/images/normal-sprite/marowak.gif,Ground,,0,"This Pokémon overcame its sorrow to evolve a sturdy new body. Marowak faces its opponents bravely, using a bone as a weapon."
142,142,143,105,Alolan Marowak,,Fire,Ghost,1,
143,143,144,106,Hitmonlee,https://projectpokemon.org/images/normal-sprite/hitmonlee.gif,Fighting,,0,This amazing Pokémon has an awesome sense of balance. It can kick in succession from any position.
144,144,145,107,Hitmonchan,https://projectpokemon.org/images/normal-sprite/hitmonchan.gif,Fighting,,0,"Its punches slice the air. They are launched at such high speed, even a slight graze could cause a burn."
145,145,146,108,Lickitung,https://projectpokemon.org/images/normal-sprite/lickitung.gif,Normal,,0,"If this Pokémon’s sticky saliva gets on you and you don’t clean it off, an intense itch will set in. The itch won’t go away, either."
146,146,147,109,Koffing,https://projectpokemon.org/images/normal-sprite/koffing.gif,Poison,,0,"Its body is full of poisonous gas. It floats into garbage dumps, seeking out the fumes of raw, rotting trash."
147,147,148,110,Weezing,https://projectpokemon.org/images/normal-sprite/weezing.gif,Poison,,0,It mixes gases between its two bodies. It’s said that these Pokémon were seen all over the Galar region back in the day.
148,148,149,110,Galarian Weezing,,Poison,Fairy,1,
149,149,150,111,Rhyhorn,https://projectpokemon.org/images/normal-sprite/rhyhorn.gif,Ground,Rock,0,"Strong, but not too bright, this Pokémon can shatter even a skyscraper with its charging tackles."
150,150,151,112,Rhydon,https://projectpokemon.org/images/normal-sprite/rhydon.gif,Ground,Rock,0,It begins walking on its hind legs after evolution. It can punch holes through boulders with its horn.
151,151,152,113,Chansey,https://projectpokemon.org/images/normal-sprite/chansey.gif,Normal,,0,The egg Chansey carries is not only delicious but also packed with nutrition. It’s used as a high-class cooking ingredient.
152,152,153,114,Tangela,https://projectpokemon.org/images/normal-sprite/tangela.gif,Grass,,0,"Hidden beneath a tangle of vines that grows nonstop even if the vines are torn off, this Pokémon’s true appearance remains a mystery."
153,153,154,115,Kangaskhan,https://projectpokemon.org/images/normal-sprite/kangaskhan.gif,Normal,,0,"Although it’s carrying its baby in a pouch on its belly, Kangaskhan is swift on its feet. It intimidates its opponents with quick jabs."
154,154,155,115,Mega Kangaskhan,,Normal,,1,
155,155,156,116,Horsea,https://projectpokemon.org/images/normal-sprite/horsea.gif,Water,,0,"Horsea makes its home in oceans with gentle currents. If this Pokémon is under attack, it spits out pitch-black ink and escapes."
156,156,157,117,Seadra,https://projectpokemon.org/images/normal-sprite/seadra.gif,Water,,0,"It’s the males that raise the offspring. While Seadra are raising young, the spines on their backs secrete thicker and stronger poison."
157,157,158,118,Goldeen,https://projectpokemon.org/images/normal-sprite/goldeen.gif,Water,,0,"Its dorsal, pectoral, and tail fins wave elegantly in water. That is why it is known as the Water Dancer."
158,158,159,119,Seaking,https://projectpokemon.org/images/normal-sprite/seaking.gif,Water,,0,"In autumn, its body becomes more fatty in preparing to propose to a mate. It takes on beautiful colors."
159,159,160,120,Staryu,https://projectpokemon.org/images/normal-sprite/staryu.gif,Water,,0,"If you visit a beach at the end of summer, you’ll be able to see groups of Staryu lighting up in a steady rhythm."
160,160,161,121,Starmie,https://projectpokemon.org/images/normal-sprite/starmie.gif,Water,Psychic,0,This Pokémon has an organ known as its core. The organ glows in seven colors when Starmie is unleashing its potent psychic powers.
161,161,162,122,Mr. Mime,https://projectpokemon.org/images/normal-sprite/mr.mime.gif,Psychic,Fairy,0,
162,162,163,122,Galarian Mr. Mime,,Ice,Psychic,1,
163,163,164,123,Scyther,https://projectpokemon.org/images/normal-sprite/scyther.gif,Bug,Flying,0,"As Scyther fights more and more battles, its scythes become sharper and sharper. With a single slice, Scyther can fell a massive tree."
164,164,165,124,Jynx,https://projectpokemon.org/images/normal-sprite/jynx.gif,Ice,Psychic,0,"In certain parts of Galar, Jynx was once feared and worshiped as the Queen of Ice."
165,165,166,125,Electabuzz,https://projectpokemon.org/images/normal-sprite/electabuzz.gif,Electric,,0,Many power plants keep Ground-type Pokémon around as a defense against Electabuzz that come seeking electricity.
166,166,167,126,Magmar,https://projectpokemon.org/images/normal-sprite/magmar.gif,Fire,,0,Magmar dispatches its prey with fire. But it regrets this habit once it realizes that it has burned its intended prey to a charred crisp.
167,167,168,127,Pinsir,https://projectpokemon.org/images/normal-sprite/pinsir.gif,Bug,,0,"These Pokémon judge one another based on pincers. Thicker, more impressive pincers make for more popularity with the opposite gender."
168,168,169,127,Mega Pinsir,,Bug,Flying,1,
169,169,170,128,Tauros,https://projectpokemon.org/images/normal-sprite/tauros.gif,Normal,,0,"When Tauros begins whipping itself with its tails, it’s a warning that the Pokémon is about to charge with astounding speed."
170,170,171,129,Magikarp,https://projectpokemon.org/images/normal-sprite/magikarp.gif,Water,,0,It is virtually worthless in terms of both power and speed. It is the most weak and pathetic Pokémon in the world.
171,171,172,130,Gyarados,https://projectpokemon.org/images/normal-sprite/gyarados.gif,Water,Flying,0,It has an extremely aggressive nature. The Hyper Beam it shoots from its mouth totally incinerates all targets.
172,172,173,130,Mega Gyarados,,Water,Dark,1,
173,173,174,131,Lapras,https://projectpokemon.org/images/normal-sprite/lapras.gif,Water,Ice,0,"A smart and kindhearted Pokémon, it glides across the surface of the sea while its beautiful song echoes around it."
174,174,175,132,Ditto,https://projectpokemon.org/images/normal-sprite/ditto.gif,Normal,,0,"It can reconstitute its entire cellular structure to change into what it sees, but it returns to normal when it relaxes."
175,175,176,133,Eevee,https://projectpokemon.org/images/normal-sprite/eevee.gif,Normal,,0,It has the ability to alter the composition of its body to suit its surrounding environment.
176,176,177,133,Partner Eevee,,Normal,,1,
177,177,178,134,Vaporeon,https://projectpokemon.org/images/normal-sprite/vaporeon.gif,Water,,0,"When Vaporeon’s fins begin to vibrate, it is a sign that rain will come within a few hours."
178,178,179,135,Jolteon,https://projectpokemon.org/images/normal-sprite/jolteon.gif,Electric,,0,"If it is angered or startled, the fur all over its body bristles like sharp needles that pierce foes."
179,179,180,136,Flareon,https://projectpokemon.org/images/normal-sprite/flareon.gif,Fire,,0,"Once it has stored up enough heat, this Pokémon’s body temperature can reach up to 1,700 degrees Fahrenheit."
180,180,181,137,Porygon,https://projectpokemon.org/images/normal-sprite/porygon.gif,Normal,,0,State-of-the-art technology was used to create Porygon. It was the first artificial Pokémon to be created via computer programming.
181,181,182,138,Omanyte,https://projectpokemon.org/images/normal-sprite/omanyte.gif,Rock,Water,0,"Because some Omanyte manage to escape after being restored or are released into the wild by people, this species is becoming a problem."
182,182,183,139,Omastar,https://projectpokemon.org/images/normal-sprite/omastar.gif,Rock,Water,0,"Weighed down by a large and heavy shell, Omastar couldn’t move very fast. Some say it went extinct because it was unable to catch food."
183,183,184,140,Kabuto,https://projectpokemon.org/images/normal-sprite/kabuto.gif,Rock,Water,0,"This species is almost entirely extinct. Kabuto molt every three days, making their shells harder and harder."
184,184,185,141,Kabutops,https://projectpokemon.org/images/normal-sprite/kabutops.gif,Rock,Water,0,Kabutops slices its prey apart and sucks out the fluids. The discarded body parts become food for other Pokémon.
185,185,186,142,Aerodactyl,https://projectpokemon.org/images/normal-sprite/aerodactyl.gif,Rock,Flying,0,This is a ferocious Pokémon from ancient times. Apparently even modern technology is incapable of producing a perfectly restored specimen.
186,186,187,142,Mega Aerodactyl,,Rock,Flying,1,
